"","motif","gene","source"
"Nkx2-1.h1","Nkx2-1.h1","NKX2-1","PH0171.1_Nkx2-1/Jaspar"
"NKX2-1.e0","NKX2-1.e0","NKX2-1","TTF1-(Nkx2-1)_transfac_M00432"
"NKX2-1.e2","NKX2-1.e2","NKX2-1","Titf1_bulyk_cell08-1722.2"
"Nkx2-2.h0","Nkx2-2.h0","NKX2-2","Nkx2.2(Homeobox)/NPC-Nkx2.2-ChIP-Seq(GSE61673)/Homer"
"Nkx2-2.h1","Nkx2-2.h1","NKX2-2","PH0111.1_Nkx2-2/Jaspar"
"M11804","M11804","NKX2-2","Transfac"
"MA1645.2","MA1645.2","NKX2-2","JASPAR"
"NKX2-2.h0","NKX2-2.h0","NKX2-2","NKX2-2/MA1645.1/Jaspar"
"NKX2-2.e0","NKX2-2.e0","NKX2-2","Nkx2-2_transfac_M00485"
"NKX2-2.e1","NKX2-2.e1","NKX2-2","Nkx2-2_bulyk_cell08-2823.1"
"Nkx2-3.h0","Nkx2-3.h0","NKX2-3","PH0112.1_Nkx2-3/Jaspar"
"M05246","M05246","NKX2-3","Yin2017"
"M05247","M05247","NKX2-3","Yin2017"
"M05248","M05248","NKX2-3","Yin2017"
"M05249","M05249","NKX2-3","Yin2017"
"M05250","M05250","NKX2-3","Yin2017"
"MA0672.2","MA0672.2","NKX2-3","JASPAR"
"NKX2-3.h0","NKX2-3.h0","NKX2-3","NKX2-3/MA0672.1/Jaspar"
"NKX2-3.e0","NKX2-3.e0","NKX2-3","Nkx2-3_bulyk_cell08-3435.1"
"NKX2-3.e1","NKX2-3.e1","NKX2-3","NKX2-3_jolma_DBD_M599"
"NKX2-3.e2","NKX2-3.e2","NKX2-3","NKX2-3_jolma_full_M600"
"Nkx2-4.h0","Nkx2-4.h0","NKX2-4","PH0113.1_Nkx2-4/Jaspar"
"MA2003.2","MA2003.2","NKX2-4","JASPAR"
"NKX2-4.e0","NKX2-4.e0","NKX2-4","Nkx2-4_bulyk_cell08-3074.1"
"Nkx2-5.h0","Nkx2-5.h0","NKX2-5","Nkx2.5(Homeobox)/HL1-Nkx2.5.biotin-ChIP-Seq(GSE21529)/Homer"
"Nkx2-5.h1","Nkx2-5.h1","NKX2-5","Nkx2-5(var.2)/MA0503.1/Jaspar"
"Nkx2-5.h2","Nkx2-5.h2","NKX2-5","PH0114.1_Nkx2-5/Jaspar"
"MA0063.3","MA0063.3","NKX2-5","JASPAR"
"NKX2-5.h0","NKX2-5.h0","NKX2-5","NKX2-5/MA0063.2/Jaspar"
"NKX2-5.e0","NKX2-5.e0","NKX2-5","Nkx2-5_transfac_M00240"
"NKX2-5.e1","NKX2-5.e1","NKX2-5","Nkx2-5_transfac_M00241"
"NKX2-5.e2","NKX2-5.e2","NKX2-5","Nkx2-5_transfac_M01043"
"NKX2-5.e3","NKX2-5.e3","NKX2-5","Nkx2-5_jaspar_MA0063.1"
"NKX2-5.e4","NKX2-5.e4","NKX2-5","Nkx2-5_bulyk_cell08-3436.1"
"Nkx2-6.h0","Nkx2-6.h0","NKX2-6","PH0115.1_Nkx2-6/Jaspar"
"M00378","M00378","NKX2-6","Barrera2016"
"M00431","M00431","NKX2-6","Berger06"
"M00551","M00551","NKX2-6","Berger08"
"M00614","M00614","NKX2-6","BusserDevelopment2012"
"M02288","M02288","NKX2-6","Zoo_01"
"M04013","M04013","NKX2-6","Nitta2015"
"M05550","M05550","NKX2-6","Yin2017"
"M05551","M05551","NKX2-6","Yin2017"
"M05552","M05552","NKX2-6","Yin2017"
"M06680","M06680","NKX2-6","FlyFactorSurvey"
"M06681","M06681","NKX2-6","FlyFactorSurvey"
"M06682","M06682","NKX2-6","FlyFactorSurvey"
"M06773","M06773","NKX2-6","FlyFactorSurvey"
"M06774","M06774","NKX2-6","FlyFactorSurvey"
"M06775","M06775","NKX2-6","FlyFactorSurvey"
"M09003","M09003","NKX2-6","modENCODE"
"M10686","M10686","NKX2-6","HOMER"
"M10690","M10690","NKX2-6","HOMER"
"M10806","M10806","NKX2-6","iDMMPMM"
"M11865","M11865","NKX2-6","Transfac"
"M11866","M11866","NKX2-6","Transfac"
"NKX2-6.e0","NKX2-6.e0","NKX2-6","Nkx2-6_bulyk_cell08-3437.1"
"M05353","M05353","NKX2-8","Yin2017"
"M05354","M05354","NKX2-8","Yin2017"
"M05355","M05355","NKX2-8","Yin2017"
"M05356","M05356","NKX2-8","Yin2017"
"MA0673.2","MA0673.2","NKX2-8","JASPAR"
"NKX2-8.h0","NKX2-8.h0","NKX2-8","NKX2-8/MA0673.1/Jaspar"
"NKX2-8.e0","NKX2-8.e0","NKX2-8","Nkx2-9_bulyk_cell08-3082.1"
"NKX2-8.e1","NKX2-8.e1","NKX2-8","NKX2-8_jolma_DBD_M601"
"NKX2-8.e2","NKX2-8.e2","NKX2-8","NKX2-8_jolma_full_M602"
"Nkx2-9.h0","Nkx2-9.h0","NKX2-9","PH0116.1_Nkx2-9/Jaspar"
"MA0124.3","MA0124.3","NKX3-1","JASPAR"
"Nkx3-1.h0","Nkx3-1.h0","NKX3-1","Nkx3.1(Homeobox)/LNCaP-Nkx3.1-ChIP-Seq(GSE28264)/Homer"
"Nkx3-1.h1","Nkx3-1.h1","NKX3-1","Nkx3-1/MA0124.2/Jaspar"
"Nkx3-1.h2","Nkx3-1.h2","NKX3-1","PB0048.1_Nkx3-1_1/Jaspar"
"Nkx3-1.h3","Nkx3-1.h3","NKX3-1","PB0152.1_Nkx3-1_2/Jaspar"
"Nkx3-1.h4","Nkx3-1.h4","NKX3-1","PH0117.1_Nkx3-1/Jaspar"
"M05459","M05459","NKX3-1","Yin2017"
"M05460","M05460","NKX3-1","Yin2017"
"M10682","M10682","NKX3-1","HOMER"
"M11853","M11853","NKX3-1","Transfac"
"NKX3-1.e0","NKX3-1.e0","NKX3-1","Nkx3-1_transfac_M00451"
"NKX3-1.e1","NKX3-1.e1","NKX3-1","NKX3-1_jaspar_MA0124.1"
"NKX3-1.e2","NKX3-1.e2","NKX3-1","Nkx3-1_bulyk_sc09-primary"
"NKX3-1.e3","NKX3-1.e3","NKX3-1","Nkx3-1_bulyk_cell08-2923.2"
"NKX3-1.e4","NKX3-1.e4","NKX3-1","NKX3-1_jolma_full_M603"
"NKX3-1.e5","NKX3-1.e5","NKX3-1","Nkx3-1_jolma_DBD_M610"
"MA0122.4","MA0122.4","NKX3-2","JASPAR"
"Nkx3-2.h0","Nkx3-2.h0","NKX3-2","Nkx3-2/MA0122.3/Jaspar"
"Nkx3-2.h1","Nkx3-2.h1","NKX3-2","PH0004.1_Nkx3-2/Jaspar"
"M05216","M05216","NKX3-2","Yin2017"
"M05217","M05217","NKX3-2","Yin2017"
"M05218","M05218","NKX3-2","Yin2017"
"NKX3-2.h0","NKX3-2.h0","NKX3-2","Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)/Homer"
"NKX3-2.e0","NKX3-2.e0","NKX3-2","Nkx3-2_jaspar_MA0122.1"
"NKX3-2.e1","NKX3-2.e1","NKX3-2","Bapx1_bulyk_cell08-2343.1"
"NKX3-2.e2","NKX3-2.e2","NKX3-2","NKX3-2_jolma_DBD_M604"
"M10696","M10696","NKX6-1","HOMER"
"Nkx6-1.h0","Nkx6-1.h0","NKX6-1","Nkx6.1(Homeobox)/Islet-Nkx6.1-ChIP-Seq(GSE40975)/Homer"
"Nkx6-1.h1","Nkx6-1.h1","NKX6-1","PH0118.1_Nkx6-1_1/Jaspar"
"Nkx6-1.h2","Nkx6-1.h2","NKX6-1","PH0119.1_Nkx6-1_2/Jaspar"
"M11841","M11841","NKX6-1","Transfac"
"MA0674.2","MA0674.2","NKX6-1","JASPAR"
"NKX6-1.h0","NKX6-1.h0","NKX6-1","NKX6-1/MA0674.1/Jaspar"
"NKX6-1.e0","NKX6-1.e0","NKX6-1","Nkx6-1_transfac_M00424"
"NKX6-1.e1","NKX6-1.e1","NKX6-1","Nkx6-1_bulyk_cell08-2825.1"
"NKX6-1.e2","NKX6-1.e2","NKX6-1","Nkx6-1_bulyk_cell08-2825.2"
"NKX6-1.e3","NKX6-1.e3","NKX6-1","NKX6-1_jolma_DBD_M605"
"NKX6-1.e4","NKX6-1.e4","NKX6-1","NKX6-1_jolma_full_M606"
"NKX6-1.e5","NKX6-1.e5","NKX6-1","Nkx6-1_jolma_DBD_M611"
"M04073","M04073","NKX6-2","Nitta2015"
"M04074","M04074","NKX6-2","Nitta2015"
"M06756","M06756","NKX6-2","FlyFactorSurvey"
"M06757","M06757","NKX6-2","FlyFactorSurvey"
"M05388","M05388","NKX6-2","Yin2017"
"M05389","M05389","NKX6-2","Yin2017"
"M05390","M05390","NKX6-2","Yin2017"
"M05391","M05391","NKX6-2","Yin2017"
"MA0675.2","MA0675.2","NKX6-2","JASPAR"
"NKX6-2.h0","NKX6-2.h0","NKX6-2","NKX6-2/MA0675.1/Jaspar"
"NKX6-2.e0","NKX6-2.e0","NKX6-2","Nkx6-2_transfac_M00489"
"NKX6-2.e1","NKX6-2.e1","NKX6-2","NKX6-2_jolma_DBD_M607"
"NKX6-2.e2","NKX6-2.e2","NKX6-2","NKX6-2_jolma_full_M608"
"Nkx6-3.h0","Nkx6-3.h0","NKX6-3","PH0120.1_Nkx6-3/Jaspar"
"M05446","M05446","NKX6-3","Yin2017"
"M05447","M05447","NKX6-3","Yin2017"
"MA1530.2","MA1530.2","NKX6-3","JASPAR"
"NKX6-3.h0","NKX6-3.h0","NKX6-3","NKX6-3/MA1530.1/Jaspar"
"NKX6-3.e0","NKX6-3.e0","NKX6-3","Nkx6-3_bulyk_cell08-3446.1"
"MA0125.2","MA0125.2","NOBOX","JASPAR"
"Nobox.h0","Nobox.h0","NOBOX","Nobox/MA0125.1/Jaspar"
"Nobox.h1","Nobox.h1","NOBOX","PH0127.1_Nobox/Jaspar"
"NOBOX.e0","NOBOX.e0","NOBOX","Nobox_jaspar_MA0125.1"
"NOBOX.e1","NOBOX.e1","NOBOX","Og2x_bulyk_cell08-3719.1"
"M03445","M03445","NOTO","Jolma2013"
"M05594","M05594","NOTO","Yin2017"
"M05595","M05595","NOTO","Yin2017"
"MA0710.2","MA0710.2","NOTO","JASPAR"
"NOTO.h0","NOTO.h0","NOTO","NOTO/MA0710.1/Jaspar"
"NOTO.e0","NOTO.e0","NOTO","NOTO_jolma_DBD_M609"
"M01813","M01813","NPAS2","Zoo_01"
"M10591","M10591","NPAS2","HOMER"
"MA0626.2","MA0626.2","NPAS2","JASPAR"
"Npas2.h0","Npas2.h0","NPAS2","Npas2/MA0626.1/Jaspar"
"M04362","M04362","NPAS2","Yin2017"
"M04363","M04363","NPAS2","Yin2017"
"NPAS2.h0","NPAS2.h0","NPAS2","NPAS2(bHLH)/Liver-NPAS2-ChIP-Seq(GSE39860)/Homer"
"NPAS2.h1","NPAS2.h1","NPAS2","NPAS(bHLH)/Liver-NPAS-ChIP-Seq(GSE39860)/Homer"
"MA1995.2","MA1995.2","NPAS4","JASPAR"
"Npas4.h0","Npas4.h0","NPAS4","Npas4(bHLH)/Neuron-Npas4-ChIP-Seq(GSE127793)/Homer"
"Nr1d1.h0","Nr1d1.h0","NR1D1","Reverb(NR),DR2/RAW-Reverba.biotin-ChIP-Seq(GSE45914)/Homer"
"M05809","M05809","NR1D1","Yin2017"
"M05810","M05810","NR1D1","Yin2017"
"MA1531.2","MA1531.2","NR1D1","JASPAR"
"NR1D1.h0","NR1D1.h0","NR1D1","NR1D1/MA1531.1/Jaspar"
"M05863","M05863","NR1D2","Yin2017"
"M05864","M05864","NR1D2","Yin2017"
"MA1532.2","MA1532.2","NR1D2","JASPAR"
"NR1D2.h0","NR1D2.h0","NR1D2","NR1D2/MA1532.1/Jaspar"
"MA1996.2","MA1996.2","NR1H2","JASPAR"
"M00240","M00240","NR1H2","Badis09"
"M00884","M00884","NR1H2","DREAM_contest"
"M01379","M01379","NR1H2","TF_Evolution"
"M02474","M02474","NR1H2","Zoo_01"
"M02483","M02483","NR1H2","Zoo_01"
"M02487","M02487","NR1H2","Zoo_01"
"M02504","M02504","NR1H2","Zoo_01"
"M02505","M02505","NR1H2","Zoo_01"
"M03573","M03573","NR1H2","Jolma2013"
"M03574","M03574","NR1H2","Jolma2013"
"M03575","M03575","NR1H2","Jolma2013"
"M03576","M03576","NR1H2","Jolma2013"
"M03577","M03577","NR1H2","Jolma2013"
"M03578","M03578","NR1H2","Jolma2013"
"M03611","M03611","NR1H2","Jolma2013"
"M03627","M03627","NR1H2","Jolma2013"
"M03628","M03628","NR1H2","Jolma2013"
"M03629","M03629","NR1H2","Jolma2013"
"M03636","M03636","NR1H2","Jolma2013"
"M03637","M03637","NR1H2","Jolma2013"
"M03638","M03638","NR1H2","Jolma2013"
"M04132","M04132","NR1H2","Nitta2015"
"M04133","M04133","NR1H2","Nitta2015"
"M05811","M05811","NR1H2","Yin2017"
"M05812","M05812","NR1H2","Yin2017"
"M05813","M05813","NR1H2","Yin2017"
"M05814","M05814","NR1H2","Yin2017"
"M05815","M05815","NR1H2","Yin2017"
"M05816","M05816","NR1H2","Yin2017"
"M05873","M05873","NR1H2","Yin2017"
"M05874","M05874","NR1H2","Yin2017"
"M06192","M06192","NR1H2","CodeBook"
"M06265","M06265","NR1H2","Isakova2017"
"M06810","M06810","NR1H2","FlyFactorSurvey"
"M06812","M06812","NR1H2","FlyFactorSurvey"
"M06823","M06823","NR1H2","FlyFactorSurvey"
"M06826","M06826","NR1H2","FlyFactorSurvey"
"M08448","M08448","NR1H2","ENCODE"
"M08449","M08449","NR1H2","ENCODE"
"M08450","M08450","NR1H2","ENCODE"
"M09014","M09014","NR1H2","modENCODE"
"M09015","M09015","NR1H2","modENCODE"
"M10734","M10734","NR1H2","HOMER"
"M10741","M10741","NR1H2","HOMER"
"M10743","M10743","NR1H2","HOMER"
"MA0115.1","MA0115.1","NR1H2--RXRA","JASPAR"
"NR1H2--RXRA.h0","NR1H2--RXRA.h0","NR1H2--RXRA","NR1H2::RXRA/MA0115.1/Jaspar"
"MA2337.1","MA2337.1","NR1H3","JASPAR"
"MA0494.2","MA0494.2","NR1H3--RXRA","JASPAR"
"Nr1h3--Rxra.h0","Nr1h3--Rxra.h0","NR1H3--RXRA","Nr1h3::Rxra/MA0494.1/Jaspar"
"MA1110.3","MA1110.3","NR1H4","JASPAR"
"M00422","M00422","NR1H4","Barrera2016"
"M00423","M00423","NR1H4","Barrera2016"
"M06190","M06190","NR1H4","CodeBook"
"NR1H4.h0","NR1H4.h0","NR1H4","FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer"
"NR1H4.h1","NR1H4.h1","NR1H4","NR1H4/MA1110.1/Jaspar"
"NR1H4.e0","NR1H4.e0","NR1H4","FXR/RXR-alpha_transfac_M00631"
"NR1H4.e1","NR1H4.e1","NR1H4","FXR-inverted-repeat-1_transfac_M00767"
"NR1H4.e2","NR1H4.e2","NR1H4","PXR,-CAR,-LXR,-FXR_transfac_M00964"
"MA1146.2","MA1146.2","NR1H4--RXRA","JASPAR"
"NR1H4--RXRA.h0","NR1H4--RXRA.h0","NR1H4--RXRA","NR1H4::RXRA/MA1146.1/Jaspar"
"M04129","M04129","NR1I2","Nitta2015"
"M05829","M05829","NR1I2","Yin2017"
"M05830","M05830","NR1I2","Yin2017"
"MA1533.2","MA1533.2","NR1I2","JASPAR"
"NR1I2.h0","NR1I2.h0","NR1I2","NR1I2/MA1533.1/Jaspar"
"M04128","M04128","NR1I3","Nitta2015"
"M05823","M05823","NR1I3","Yin2017"
"M05824","M05824","NR1I3","Yin2017"
"MA1534.2","MA1534.2","NR1I3","JASPAR"
"NR1I3.h0","NR1I3.h0","NR1I3","NR1I3/MA1534.1/Jaspar"
"MA1535.2","MA1535.2","NR2C1","JASPAR"
"NR2C1.h0","NR2C1.h0","NR2C1","NR2C1/MA1535.1/Jaspar"
"MA0504.2","MA0504.2","NR2C2","JASPAR"
"MA1536.2","MA1536.2","NR2C2","JASPAR"
"NR2C2.h0","NR2C2.h0","NR2C2","TR4(NR),DR1/Hela-TR4-ChIP-Seq(GSE24685)/Homer"
"NR2C2.h1","NR2C2.h1","NR2C2","NR2C2/MA0504.1/Jaspar"
"NR2C2.h2","NR2C2.h2","NR2C2","NR2C2(var.2)/MA1536.1/Jaspar"
"NR2C2.e0","NR2C2.e0","NR2C2","NR2C2_HeLa-S3_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic"
"NR2C2.e1","NR2C2.e1","NR2C2","NR2C2_GM12878_encode-Snyder_seq_hsa_r1:MEME#1#Intergenic"
"NR2C2.e2","NR2C2.e2","NR2C2","NR2C2_HepG2b_encode-Snyder_seq_hsa_r1:Trawler#3#Intergenic"
"NR2C2.e3","NR2C2.e3","NR2C2","NR2C2_1"
"M03631","M03631","NR2E1","Jolma2013"
"M03632","M03632","NR2E1","Jolma2013"
"MA0676.1","MA0676.1","NR2E1","JASPAR"
"Nr2e1.h0","Nr2e1.h0","NR2E1","Nr2e1/MA0676.1/Jaspar"
"M02476","M02476","NR2E1","Zoo_01"
"M03568","M03568","NR2E1","Jolma2013"
"M03569","M03569","NR2E1","Jolma2013"
"M05789","M05789","NR2E1","Yin2017"
"M05790","M05790","NR2E1","Yin2017"
"NR2E1.h0","NR2E1.h0","NR2E1","Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer"
"NR2E1.e0","NR2E1.e0","NR2E1","NR2E1_jolma_full_M676"
"NR2E1.e1","NR2E1.e1","NR2E1","NR2E1_jolma_full_M677"
"NR2E1.e2","NR2E1.e2","NR2E1","Nr2e1_jolma_DBD_M689"
"NR2E1.e3","NR2E1.e3","NR2E1","Nr2e1_jolma_DBD_M690"
"NR2E1--NFIC.e0","NR2E1--NFIC.e0","NR2E1--NFIC","TLX1::NFIC_jaspar_MA0119.1"
"MA0164.2","MA0164.2","NR2E3","JASPAR"
"Nr2e3.h0","Nr2e3.h0","NR2E3","Nr2e3/MA0164.1/Jaspar"
"M00424","M00424","NR2E3","Barrera2016"
"M00425","M00425","NR2E3","Barrera2016"
"M00426","M00426","NR2E3","Barrera2016"
"M00427","M00427","NR2E3","Barrera2016"
"M00428","M00428","NR2E3","Barrera2016"
"NR2E3.e0","NR2E3.e0","NR2E3","Nr2e3_jaspar_MA0164.1"
"MA1538.1","MA1538.1","NR2F1","JASPAR"
"MA0017.3","MA0017.3","NR2F1","JASPAR"
"MA1537.2","MA1537.2","NR2F1","JASPAR"
"NR2F1.h0","NR2F1.h0","NR2F1","NR2F1/MA0017.2/Jaspar"
"NR2F1.h1","NR2F1.h1","NR2F1","NR2F1(var.2)/MA1537.1/Jaspar"
"NR2F1.h2","NR2F1.h2","NR2F1","NR2F1(var.3)/MA1538.1/Jaspar"
"NR2F1.e0","NR2F1.e0","NR2F1","NR2F1_1"
"NR2F1.e1","NR2F1.e1","NR2F1","NR2F1_2"
"NR2F1.e2","NR2F1.e2","NR2F1","NR2F1_3"
"NR2F1.e3","NR2F1.e3","NR2F1","NR2F1_4"
"NR2F1.e4","NR2F1.e4","NR2F1","NR2F1_5"
"Nr2f2.h0","Nr2f2.h0","NR2F2","PB0049.1_Nr2f2_1/Jaspar"
"Nr2f2.h1","Nr2f2.h1","NR2F2","PB0153.1_Nr2f2_2/Jaspar"
"MA1111.2","MA1111.2","NR2F2","JASPAR"
"NR2F2.h0","NR2F2.h0","NR2F2","COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)/Homer"
"NR2F2.h1","NR2F2.h1","NR2F2","COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)/Homer"
"NR2F2.h2","NR2F2.h2","NR2F2","NR2F2/MA1111.1/Jaspar"
"NR2F2.e0","NR2F2.e0","NR2F2","ARP-1-(COUP-TF2)_transfac_M00155"
"NR2F2.e1","NR2F2.e1","NR2F2","Nr2f2_bulyk_sc09-primary"
"MA0677.2","MA0677.2","NR2F6","JASPAR"
"Nr2f6.h0","Nr2f6.h0","NR2F6","Nr2f6/MA0677.1/Jaspar"
"Nr2f6.h1","Nr2f6.h1","NR2F6","Nr2f6(var.2)/MA0728.1/Jaspar"
"MA0728.1","MA0728.1","NR2F6","JASPAR"
"MA1539.1","MA1539.1","NR2F6","JASPAR"
"NR2F6.h0","NR2F6.h0","NR2F6","NR2F6(var.3)/MA1539.1/Jaspar"
"NR2F6.e0","NR2F6.e0","NR2F6","NR2F6_jolma_DBD_M681"
"NR2F6.e1","NR2F6.e1","NR2F6","NR2F6_jolma_DBD_M682"
"NR2F6.e2","NR2F6.e2","NR2F6","NR2F6_jolma_full_M683"
"NR2F6.e3","NR2F6.e3","NR2F6","Nr2f6_jolma_DBD_M691"
"NR2F6.e4","NR2F6.e4","NR2F6","Nr2f6_jolma_DBD_M692"
"M06273","M06273","NR3C1","Isakova2017"
"M10737","M10737","NR3C1","HOMER"
"M03570","M03570","NR3C1","Jolma2013"
"M05791","M05791","NR3C1","Yin2017"
"M05792","M05792","NR3C1","Yin2017"
"M08444","M08444","NR3C1","ENCODE"
"M08445","M08445","NR3C1","ENCODE"
"M10730","M10730","NR3C1","HOMER"
"M12243","M12243","NR3C1","Transfac"
"M12247","M12247","NR3C1","Transfac"
"MA0113.4","MA0113.4","NR3C1","JASPAR"
"NR3C1.h0","NR3C1.h0","NR3C1","NR3C1/MA0113.3/Jaspar"
"NR3C1.e0","NR3C1.e0","NR3C1","NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_r1:MEME#2#Intergenic"
"NR3C1.e1","NR3C1.e1","NR3C1","NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_r1:MDscan#1#Intergenic"
"NR3C1.e2","NR3C1.e2","NR3C1","NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_r1:MDscan#1#Intergenic"
"NR3C1.e3","NR3C1.e3","NR3C1","NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_r1:MEME#2#Intergenic"
"NR3C1.e4","NR3C1.e4","NR3C1","NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_r1:Trawler#3#Intergenic"
"NR3C1.e5","NR3C1.e5","NR3C1","NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_r1:AligCE#2#Intergenic"
"NR3C1.e6","NR3C1.e6","NR3C1","NR3C1_1"
"NR3C1.e7","NR3C1.e7","NR3C1","NR3C1_2"
"NR3C1.e8","NR3C1.e8","NR3C1","AR_1"
"NR3C1.e9","NR3C1.e9","NR3C1","AR_2"
"NR3C1.e10","NR3C1.e10","NR3C1","NR3C1_3"
"NR3C1.e11","NR3C1.e11","NR3C1","AR_3"
"NR3C1.e12","NR3C1.e12","NR3C1","PGR_1"
"NR3C1.e13","NR3C1.e13","NR3C1","NR3C1_4"
"NR3C1.e14","NR3C1.e14","NR3C1","AR_4"
"NR3C1.e15","NR3C1.e15","NR3C1","PGR_2"
"NR3C1.e16","NR3C1.e16","NR3C1","NR3C1_5"
"NR3C1.e17","NR3C1.e17","NR3C1","AR_5"
"NR3C1.e18","NR3C1.e18","NR3C1","AR_6"
"NR3C1.e19","NR3C1.e19","NR3C1","NR3C1_6"
"NR3C1.e20","NR3C1.e20","NR3C1","AR_7"
"NR3C1.e21","NR3C1.e21","NR3C1","AR_8"
"NR3C1.e22","NR3C1.e22","NR3C1","AR_9"
"NR3C1.e23","NR3C1.e23","NR3C1","NR3C1_7"
"M00892","M00892","NR3C2","DREAM_contest"
"M03640","M03640","NR3C2","Jolma2013"
"M03586","M03586","NR3C2","Jolma2013"
"M05841","M05841","NR3C2","Yin2017"
"M05842","M05842","NR3C2","Yin2017"
"MA0727.2","MA0727.2","NR3C2","JASPAR"
"NR3C2.h0","NR3C2.h0","NR3C2","NR3C2/MA0727.1/Jaspar"
"NR3C2.e0","NR3C2.e0","NR3C2","NR3C2_jolma_DBD_M685"
"MA1112.3","MA1112.3","NR4A1","JASPAR"
"NR4A1.h0","NR4A1.h0","NR4A1","Nur77(NR)/K562-NR4A1-ChIP-Seq(GSE31363)/Homer"
"NR4A1.h1","NR4A1.h1","NR4A1","NR4A1/MA1112.2/Jaspar"
"MA0160.3","MA0160.3","NR4A2","JASPAR"
"NR4A2.h0","NR4A2.h0","NR4A2","NR4A2/MA0160.1/Jaspar"
"NR4A2.e0","NR4A2.e0","NR4A2","NR4A2_1"
"NR4A2.e1","NR4A2.e1","NR4A2","NR4A2_2"
"NR4A2.e2","NR4A2.e2","NR4A2","NR4A2_3"
"NR4A2.e3","NR4A2.e3","NR4A2","NR4A2_4"
"MA1147.2","MA1147.2","NR4A2--RXRA","JASPAR"
"NR4A2--RXRA.h0","NR4A2--RXRA.h0","NR4A2--RXRA","NR4A2::RXRA/MA1147.1/Jaspar"
"M00236","M00236","NR4A3","Badis09"
"M00239","M00239","NR4A3","Badis09"
"M00798","M00798","NR4A3","CodeBook"
"M00882","M00882","NR4A3","DREAM_contest"
"M00883","M00883","NR4A3","DREAM_contest"
"M00889","M00889","NR4A3","DREAM_contest"
"M00891","M00891","NR4A3","DREAM_contest"
"M01380","M01380","NR4A3","TF_Evolution"
"M02470","M02470","NR4A3","Zoo_01"
"M02475","M02475","NR4A3","Zoo_01"
"M02479","M02479","NR4A3","Zoo_01"
"M02481","M02481","NR4A3","Zoo_01"
"M02482","M02482","NR4A3","Zoo_01"
"M02484","M02484","NR4A3","Zoo_01"
"M02486","M02486","NR4A3","Zoo_01"
"M02488","M02488","NR4A3","Zoo_01"
"M02494","M02494","NR4A3","Zoo_01"
"M02498","M02498","NR4A3","Zoo_01"
"M02506","M02506","NR4A3","Zoo_01"
"M02950","M02950","NR4A3","Jolma2010"
"M03579","M03579","NR4A3","Jolma2013"
"M03580","M03580","NR4A3","Jolma2013"
"M03581","M03581","NR4A3","Jolma2013"
"M03582","M03582","NR4A3","Jolma2013"
"M03587","M03587","NR4A3","Jolma2013"
"M03588","M03588","NR4A3","Jolma2013"
"M03589","M03589","NR4A3","Jolma2013"
"M03590","M03590","NR4A3","Jolma2013"
"M03591","M03591","NR4A3","Jolma2013"
"M03592","M03592","NR4A3","Jolma2013"
"M03595","M03595","NR4A3","Jolma2013"
"M03596","M03596","NR4A3","Jolma2013"
"M03597","M03597","NR4A3","Jolma2013"
"M03598","M03598","NR4A3","Jolma2013"
"M03599","M03599","NR4A3","Jolma2013"
"M03600","M03600","NR4A3","Jolma2013"
"M03607","M03607","NR4A3","Jolma2013"
"M03608","M03608","NR4A3","Jolma2013"
"M03609","M03609","NR4A3","Jolma2013"
"M03610","M03610","NR4A3","Jolma2013"
"M03612","M03612","NR4A3","Jolma2013"
"M03613","M03613","NR4A3","Jolma2013"
"M03614","M03614","NR4A3","Jolma2013"
"M03615","M03615","NR4A3","Jolma2013"
"M03619","M03619","NR4A3","Jolma2013"
"M03620","M03620","NR4A3","Jolma2013"
"M03621","M03621","NR4A3","Jolma2013"
"M03622","M03622","NR4A3","Jolma2013"
"M03623","M03623","NR4A3","Jolma2013"
"M03624","M03624","NR4A3","Jolma2013"
"M03625","M03625","NR4A3","Jolma2013"
"M03626","M03626","NR4A3","Jolma2013"
"M03639","M03639","NR4A3","Jolma2013"
"M04130","M04130","NR4A3","Nitta2015"
"M04138","M04138","NR4A3","Nitta2015"
"M04143","M04143","NR4A3","Nitta2015"
"M05801","M05801","NR4A3","Yin2017"
"M05802","M05802","NR4A3","Yin2017"
"M05803","M05803","NR4A3","Yin2017"
"M05804","M05804","NR4A3","Yin2017"
"M05805","M05805","NR4A3","Yin2017"
"M05806","M05806","NR4A3","Yin2017"
"M05807","M05807","NR4A3","Yin2017"
"M05808","M05808","NR4A3","Yin2017"
"M05819","M05819","NR4A3","Yin2017"
